number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
52101,Neral Matheran Passenger,Toy,CR,NRL,NERAL,MAE,Matheran,07:30:00,09:30:00,2.0,0.0,21.0,52102,0,0,0,0,1,0
52102,Matheran Neral Passenger,Toy,CR,MAE,Matheran,NRL,NERAL,07:00:00,08:35:00,1.0,35.0,126.0,52101,0,0,0,0,1,0
52103,Neral Matheran Passenger,Toy,CR,NRL,NERAL,MAE,Matheran,09:00:00,11:10:00,2.0,10.0,126.0,52102,0,0,0,0,1,0
52104,Matheran Neral Passenger,Toy,CR,MAE,Matheran,NRL,NERAL,09:50:00,11:35:00,1.0,45.0,21.0,52103,0,0,0,0,1,0
52105,Neral Matheran Passenger,Toy,CR,NRL,NERAL,MAE,Matheran,10:30:00,12:25:00,1.0,55.0,126.0,52104,0,0,0,0,1,0
52106,Matheran Neral Passenger,Toy,CR,MAE,Matheran,NRL,NERAL,13:50:00,15:25:00,1.0,35.0,126.0,52105,0,0,0,0,1,0
52108,Matheran Neral Passenger,Toy,CR,MAE,Matheran,NRL,NERAL,15:15:00,16:50:00,1.0,35.0,21.0,52107,0,0,0,0,1,0
52109,Neral Matheran Passenger,Toy,CR,NRL,NERAL,MAE,Matheran,17:05:00,19:00:00,1.0,55.0,126.0,52110,0,0,0,0,1,0
52110,Matheran Neral Passenger,Toy,CR,MAE,Matheran,NRL,NERAL,16:30:00,18:10:00,1.0,40.0,126.0,52109,0,0,0,0,1,0
52121,Pachora Jamner Passenger,Pass,CR,PC,PACHORA JN,JMNR,Jamner,08:00:00,10:05:00,2.0,5.0,56.0,52122,0,0,0,0,0,0
52123,Pachora Jamner Passenger,Pass,CR,PC,PACHORA JN,JMNR,Jamner,13:45:00,16:05:00,2.0,20.0,56.0,52122,0,0,0,0,0,0
52131,Murtajapur Yavatmal Passenger,Pass,CR,MZR,MURTAJAPUR,YTL,Yavatmal,07:05:00,11:40:00,4.0,35.0,218.0,52132,0,0,0,0,0,0
52132,Yavatmal Murtajapur Passenger,Pass,CR,YTL,Yavatmal,MZR,MURTAJAPUR,12:10:00,16:25:00,4.0,15.0,218.0,52131,0,0,0,0,0,0
52137,Murtajapur Achalpur Passenger,Pass,CR,MZR,MURTAJAPUR,ELP,Achalpur,07:15:00,10:45:00,3.0,30.0,76.0,52138,0,0,0,0,0,0
52138,Achalpur Murtajapur Passenger,Pass,CR,ELP,Achalpur,MZR,MURTAJAPUR,11:15:00,14:45:00,3.0,30.0,76.0,52137,0,0,0,0,0,0
52143,Pulgaon Arvi Passenger,Pass,CR,PLO,PULGAON JN,ARVI,Arvi,08:30:00,11:50:00,3.0,20.0,39.0,52144,0,0,0,0,0,0
52144,Arvi Pulgaon Passenger,Pass,CR,ARVI,Arvi,PLO,PULGAON JN,12:10:00,15:30:00,3.0,20.0,39.0,52143,0,0,0,0,0,0
55312,KASHIPUR - MORADABAD PASSENGER,Pass,NER,KPV,KASHIPUR,MB,MORADABAD,17:50:00,19:30:00,1.0,40.0,50.0,55311,0,0,0,0,0,0
14055,DIBRUGARH - OLD DELHI Brahmaputra Exp,Mail,NR,DBRG,DIBRUGARH,DLI,OLD DELHI,23:10:00,06:05:00,54.0,55.0,2589.0,14056,1,1,1,0,0,0
15959,HOWRAH - DIBRUGARH Kamrup Exp,Exp,NFR,HWH,HOWRAH JN,DBRG,DIBRUGARH,17:35:00,05:45:00,36.0,10.0,1528.0,15960,1,1,1,0,0,0
52122,Jamner Pachora Passenger,Pass,CR,JMNR,Jamner,PC,PACHORA JN,10:55:00,13:10:00,2.0,15.0,56.0,52121,0,0,0,0,0,0
52124,Jamner Pachora Passenger,Pass,CR,JMNR,Jamner,PC,PACHORA JN,17:05:00,19:05:00,2.0,0.0,56.0,52123,0,0,0,0,0,0
52171,Gwalior Sheopur Passenger,Pass,NCR,GWO,Gwalior NG,SOE,Sheopur Kalan,06:25:00,16:25:00,10.0,0.0,200.0,52172,0,0,0,0,0,0
52172,Sheopur Gwalior Passenger,Pass,NCR,SOE,Sheopur Kalan,GWL,GWALIOR JN,06:10:00,16:25:00,10.0,15.0,207.0,52171,0,0,0,0,0,0
52174,Sabalgarh Gwalior Passenger,Pass,NCR,SBL,Sabalgarh,GWL,GWALIOR JN,06:15:00,10:50:00,4.0,35.0,92.0,52173,0,0,0,0,0,0
52175,Gwalior Sabalgarh Fast Passenger,Pass,NCR,GWL,GWALIOR JN,SBL,Sabalgarh,09:20:00,13:20:00,4.0,0.0,92.0,52174,0,0,0,0,0,0
52177,Sabalgarh Sheopur Passenger,Pass,NCR,SBL,Sabalgarh,SOE,Sheopur Kalan,06:15:00,11:05:00,4.0,50.0,115.0,52178,0,0,0,0,0,0
52178,Sheopur Sabalgarh Passenger,Pass,NCR,SOE,Sheopur Kalan,SBL,Sabalgarh,14:25:00,19:25:00,5.0,0.0,115.0,52177,0,0,0,0,0,0
52181,Dhaulpur Tantpur Passenger,Pass,?,DHO,DHAULPUR,TPO,Tantpur,10:40:00,13:05:00,2.0,25.0,58.0,,0,0,0,0,0,0
52182,Tantpur Mohari Bari Passenger,Pass,NCR,TPO,Tantpur,BARI,Bari,13:20:00,14:30:00,1.0,10.0,26.0,,0,0,0,0,0,0
52183,Bari Mohari Sirmuttra Passenger,Pass,NCR,BARI,Bari,SRMT,Sirmuttra,14:45:00,16:25:00,1.0,40.0,38.0,,0,0,0,0,0,0
52201,Kasganj Lalkuan Passenger,Pass,NER,KSJF,Kasganj Mg,LKKA,Lal Kuan,06:00:00,12:55:00,6.0,55.0,188.0,52202,0,0,0,0,0,0
52202,Lalkuan Kasganj Passenger,Pass,NER,LKKA,Lal Kuan,KSJF,Kasganj Mg,14:25:00,21:55:00,7.0,30.0,188.0,52201,0,0,0,0,0,0
52203,Kasganj Tanakpur Passenger,Pass,NER,KSJF,Kasganj Mg,TPU,Tanakpur,10:15:00,19:50:00,9.0,35.0,223.0,52204,0,0,0,0,0,0
52204,Tanakpur-Bareilly Passenger,Pass,NER,TPU,Tanakpur,KSJF,Kasganj Mg,06:45:00,17:00:00,10.0,15.0,223.0,52203,0,0,0,0,0,0
52205,Kasganj Pilibhit Passenger,Pass,NER,KSJF,Kasganj Mg,PBE,PILIBHIT JN,13:15:00,19:45:00,6.0,30.0,162.0,52206,0,0,0,0,0,0
52206,Pilibhit Kasganj Passenger,Pass,NER,PBE,PILIBHIT JN,KSJF,Kasganj Mg,05:20:00,11:40:00,6.0,20.0,162.0,52205,0,0,0,0,0,0
52207,Kasganj Pilibhit Passenger,Pass,NER,KSJF,Kasganj Mg,PBE,PILIBHIT JN,15:35:00,21:40:00,6.0,5.0,162.0,52206,0,0,0,0,0,0
52208,Pilibhit Kasganj Passenger,Pass,NER,PBE,PILIBHIT JN,KSJF,Kasganj Mg,07:10:00,13:55:00,6.0,45.0,162.0,52207,0,0,0,0,0,0
52209,Bareilly Lalkuan Passenger,Pass,NER,BRY,BAREILLY,LKKA,Lal Kuan,14:25:00,17:15:00,2.0,50.0,84.0,52210,0,0,0,0,0,0
52210,Lalkuan Bareilly Passenger,Pass,NER,LKKA,Lal Kuan,BRY,BAREILLY,07:10:00,09:55:00,2.0,45.0,84.0,52209,0,0,0,0,0,0
52211,Bareilly Lal Kuan Passenger,Pass,NER,BRY,BAREILLY,LKKA,Lal Kuan,17:05:00,19:45:00,2.0,40.0,84.0,52210,0,0,0,0,0,0
52212,Lal Kuan Bareilly Passenger,Pass,NER,LKKA,Lal Kuan,BRY,BAREILLY,10:00:00,13:00:00,3.0,0.0,84.0,52211,0,0,0,0,0,0
52214,Mailani Bareilly Passenger,Pass,NER,MLN,MAILANI,BRY,BAREILLY,14:00:00,18:35:00,4.0,35.0,125.0,52213,0,0,0,0,0,0
52215,Bareilly Pilibhit Passenger,Pass,NER,BRY,BAREILLY,PBE,PILIBHIT JN,11:50:00,13:50:00,2.0,0.0,58.0,52216,0,0,0,0,0,0
52216,Pilibhit Bareilly Passenger,Pass,NER,PBE,PILIBHIT JN,BRY,BAREILLY,12:55:00,15:15:00,2.0,20.0,58.0,52215,0,0,0,0,0,0
52217,Kasganj Bareilly Passenger,Pass,NER,KSJF,Kasganj Mg,BRY,BAREILLY,21:15:00,00:20:00,3.0,5.0,104.0,52218,0,0,0,0,0,0
52218,Bareilly Kasganj Passenger,Pass,NER,BRY,BAREILLY,KSJF,Kasganj Mg,19:30:00,22:30:00,3.0,0.0,104.0,52217,0,0,0,0,0,0
52219,Pilibhit Tanakpur Passenger,Pass,NER,PBE,PILIBHIT JN,TPU,Tanakpur,15:20:00,17:20:00,2.0,0.0,61.0,52220,0,0,0,0,0,0
52220,Tanakpur Pilibhit Passenger,Pass,NER,TPU,Tanakpur,PBE,PILIBHIT JN,12:40:00,14:40:00,2.0,0.0,61.0,52219,0,0,0,0,0,0
52221,Pilibhit Mailani Passenger,Pass,NER,PBE,PILIBHIT JN,MLN,MAILANI,15:00:00,17:10:00,2.0,10.0,67.0,52222,0,0,0,0,0,0
52222,Mailani Pilibhit Passenger,Pass,NER,MLN,MAILANI,PBE,PILIBHIT JN,04:50:00,06:45:00,1.0,55.0,67.0,52221,0,0,0,0,0,0
52223,Pilibhit Mailani Passenger,Pass,NER,PBE,PILIBHIT JN,MLN,MAILANI,18:00:00,20:10:00,2.0,10.0,67.0,52222,0,0,0,0,0,0
52224,Lakhimpur Pilibhit Passenger,Pass,NER,LMP,LAKHIMPUR,PBE,PILIBHIT JN,04:15:00,08:30:00,4.0,15.0,127.0,52225,0,0,0,0,0,0
52225,Pilibhit Lakhimpur Passenger,Pass,NER,PBE,PILIBHIT JN,LMP,LAKHIMPUR,22:00:00,02:15:00,4.0,15.0,127.0,52224,0,0,0,0,0,0
52226,Mailani Pilibhit Passenger,Pass,NER,MLN,MAILANI,PBE,PILIBHIT JN,17:45:00,19:55:00,2.0,10.0,67.0,,0,0,0,0,0,0
52227,Pilibhit Tanakpur Passenger,Pass,NER,PBE,PILIBHIT JN,TPU,Tanakpur,07:00:00,09:25:00,2.0,25.0,61.0,,0,0,0,0,0,0
52229,Shahjahanpur Tanakpur Passenger,Pass,NER,SZP,Shahjahanpur,TPU,Tanakpur,06:30:00,12:10:00,5.0,40.0,145.0,52230,0,0,0,0,0,0
52230,Tanakpur Shahjahanpur Passenger,Pass,NER,TPU,Tanakpur,SZP,Shahjahanpur,10:20:00,16:40:00,6.0,20.0,145.0,52229,0,0,0,0,0,0
52231,Pilibhit Shahjahanpur Passenger,Pass,NER,PBE,PILIBHIT JN,SZP,Shahjahanpur,07:20:00,09:50:00,2.0,30.0,84.0,52232,0,0,0,0,0,0
52232,Shahjahanpur Pilibhit Passenger,Pass,NER,SZP,Shahjahanpur,PBE,PILIBHIT JN,11:15:00,13:45:00,2.0,30.0,84.0,52231,0,0,0,0,0,0
52233,Pilibhit Shahjahanpur Passenger,Pass,NER,PBE,PILIBHIT JN,SZP,Shahjahanpur,10:15:00,12:55:00,2.0,40.0,84.0,52234,0,0,0,0,0,0
52234,Shahjahanpur Pilibhit Passenger,Pass,NER,SZP,Shahjahanpur,PBE,PILIBHIT JN,13:35:00,16:15:00,2.0,40.0,84.0,52233,0,0,0,0,0,0
52235,Pilibhit Shahjahanpur Passenger,Pass,NER,PBE,PILIBHIT JN,SZP,Shahjahanpur,18:05:00,20:45:00,2.0,40.0,84.0,52236,0,0,0,0,0,0
55324,RAMNAGAR - MORADABAD PASSENGER,Pass,NER,RMR,RAMNAGAR,MB,MORADABAD,03:45:00,05:40:00,1.0,55.0,77.0,55323,0,0,0,0,0,0
52176,Sabalgarh Gwalior Fast Passenger,Pass,NCR,SBL,Sabalgarh,GWL,GWALIOR JN,14:20:00,18:00:00,3.0,40.0,92.0,52175,0,0,0,0,0,0
52180,Sirmuttra Dhaulpur Passenger,Pass,NCR,SRMT,Sirmuttra,DHO,DHAULPUR,07:20:00,10:15:00,2.0,55.0,70.0,52179,0,0,0,0,0,0
52184,Sirmuttra Dhaulpur Passenger,Pass,NCR,SRMT,Sirmuttra,DHO,DHAULPUR,16:40:00,19:35:00,2.0,55.0,70.0,,0,0,0,0,0,0
52236,Shahjahanpur Pilibhit Passenger,Pass,NER,SZP,Shahjahanpur,PBE,PILIBHIT JN,17:45:00,20:15:00,2.0,30.0,84.0,52235,0,0,0,0,0,0
52237,PILIBHIT - AISHBAGH PASS,Pass,NER,PBE,PILIBHIT JN,ASSH,AISHBAGH,04:30:00,12:55:00,8.0,25.0,258.0,52238,0,0,0,0,0,0
52239,TIKUNIA - AISHBAGH PASSENGER,Pass,NER,TQN,TIKUNIA,ASSH,AISHBAGH,05:45:00,14:45:00,9.0,0.0,269.0,52240,0,0,0,0,0,0
52240,AISHBAGH - TIKUNIA PASSENGER,Pass,NER,ASSH,AISHBAGH,TQN,TIKUNIA,14:50:00,23:50:00,9.0,0.0,267.0,52239,0,0,0,0,0,0
52241,Mailani Aishbagh Passenger,Pass,NER,MLN,MAILANI,ASH,AISHBAGH,11:55:00,18:25:00,6.0,30.0,193.0,52242,0,0,0,0,0,0
52242,Aishbagh Mailani Passenger,Pass,NER,ASH,AISHBAGH,MLN,MAILANI,10:00:00,16:10:00,6.0,10.0,193.0,52241,0,0,0,0,0,0
52243,PILIBHIT - AISHBAGH PASSENGER,Pass,NER,PBE,PILIBHIT JN,ASSH,AISHBAGH,08:45:00,21:10:00,12.0,25.0,316.0,52244,0,0,0,0,0,0
52245,MAILANI  - AISHBAGH PASSENGER,Pass,NER,MLN,MAILANI,ASSH,AISHBAGH,17:45:00,00:10:00,6.0,25.0,191.0,52246,0,0,0,0,0,0
52246,AISHBAGH - MAILANI PASSENGER,Pass,NER,ASSH,AISHBAGH,MLN,MAILANI,17:55:00,00:10:00,6.0,15.0,192.0,52245,0,0,0,0,0,0
52247,Mailani Sitapur Passenger,Pass,NER,MLN,MAILANI,STP,SITAPUR,20:20:00,00:10:00,3.0,50.0,107.0,52248,0,0,0,0,0,0
52248,Sitapur Mailani Passenger,Pass,NER,STP,SITAPUR,MLN,MAILANI,10:15:00,13:55:00,3.0,40.0,106.0,52247,0,0,0,0,0,0
52249,Sitapur Aishbagh Passenger,Pass,NER,STP,SITAPUR,ASH,AISHBAGH,05:25:00,08:30:00,3.0,5.0,86.0,52250,0,0,0,0,0,0
52250,AISHBAGH - SITAPUR  PASSENGER,Pass,NER,ASSH,AISHBAGH,STP,SITAPUR,05:50:00,08:50:00,3.0,0.0,86.0,52251,0,0,0,0,0,0
52251,SITAPUR - AISHBAGH PASSENGER,Pass,NER,STP,SITAPUR,ASSH,AISHBAGH,17:00:00,20:05:00,3.0,5.0,86.0,52250,0,0,0,0,0,0
52252,Aishbagh Sitapur Passenger,Pass,NER,ASH,AISHBAGH,STP,SITAPUR,13:35:00,16:10:00,2.0,35.0,86.0,52251,0,0,0,0,0,0
52254,Mailani Gonda Passenger,Pass,NER,MLN,MAILANI,GD,GONDA JN,03:00:00,10:30:00,7.0,30.0,330.0,52253,0,0,0,0,0,0
52255,Gonda Bareilly Passenger,Pass,NER,GD,GONDA JN,BRY,BAREILLY,06:30:00,19:20:00,12.0,50.0,455.0,,0,0,0,0,0,0
52257,Gonda Mailani Passenger,Pass,NER,GD,GONDA JN,MLN,MAILANI,11:50:00,19:10:00,7.0,20.0,330.0,52258,0,0,0,0,0,0
52258,Mailani Gonda Passenger,Pass,NER,MLN,MAILANI,GD,GONDA JN,06:15:00,14:00:00,7.0,45.0,330.0,52257,0,0,0,0,0,0
52259,Gonda Mailani Passenger,Pass,NER,GD,GONDA JN,MLN,MAILANI,16:30:00,23:55:00,7.0,25.0,330.0,52258,0,0,0,0,0,0
52260,Mailani Gonda Passenger,Pass,NER,MLN,MAILANI,GD,GONDA JN,17:15:00,00:45:00,7.0,30.0,330.0,52259,0,0,0,0,0,0
52261,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,08:35:00,12:25:00,3.0,50.0,114.0,52262,0,0,0,0,0,0
52262,Nepalganj Gonda Passenger,Pass,NER,NPR,Nepalganj Road,GD,GONDA JN,05:15:00,09:15:00,4.0,0.0,114.0,52261,0,0,0,0,0,0
52263,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,13:20:00,17:05:00,3.0,45.0,114.0,52264,0,0,0,0,0,0
52264,Nepalganj Gonda Passenger,Pass,NER,NPR,Nepalganj Road,GD,GONDA JN,15:00:00,18:50:00,3.0,50.0,114.0,52263,0,0,0,0,0,0
52265,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,18:15:00,21:50:00,3.0,35.0,114.0,52264,0,0,0,0,0,0
52266,Nepalganj Gonda Passenger,Pass,NER,NPR,Nepalganj Road,GD,GONDA JN,17:40:00,21:40:00,4.0,0.0,114.0,52265,0,0,0,0,0,0
52267,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,04:15:00,07:20:00,3.0,5.0,114.0,52268,0,0,0,0,0,0
52268,Nepalganj Gonda Passenger,Pass,NER,NPR,Nepalganj Road,GD,GONDA JN,07:50:00,11:15:00,3.0,25.0,114.0,52267,0,0,0,0,0,0
52269,Anand Nagar Gonda Fast Passenger,Pass,NER,ANDN,Anand Nagar,GD,GONDA JN,03:10:00,09:50:00,6.0,40.0,179.0,52270,0,0,0,0,0,0
52270,Gonda Anandnagar Passenger,Pass,NER,GD,GONDA JN,ANDN,Anand Nagar,05:10:00,11:25:00,6.0,15.0,179.0,52269,0,0,0,0,0,0
52271,Anand Nagar Gonda Passenger,Pass,NER,ANDN,Anand Nagar,GD,GONDA JN,08:40:00,15:15:00,6.0,35.0,179.0,52270,0,0,0,0,0,0
52272,Gonda Anandnagar Passenger,Pass,NER,GD,GONDA JN,ANDN,Anand Nagar,07:30:00,14:15:00,6.0,45.0,179.0,52271,0,0,0,0,0,0
52274,Gonda Anandnagar Passenger,Pass,NER,GD,GONDA JN,ANDN,Anand Nagar,12:15:00,18:50:00,6.0,35.0,179.0,52273,0,0,0,0,0,0
52276,Gonda Anandnagar Passenger,Pass,NER,GD,GONDA JN,ANDN,Anand Nagar,18:45:00,01:15:00,6.0,30.0,179.0,52275,0,0,0,0,0,0
52277,Palia Kalan Mailani Passenger,Pass,NER,PLK,PALIA KALAN,MLN,MAILANI,15:50:00,16:50:00,1.0,0.0,30.0,52278,0,0,0,0,0,0
52278,Mailani Palia Kalan Passenger,Pass,NER,MLN,MAILANI,PLK,PALIA KALAN,14:15:00,15:05:00,0.0,50.0,30.0,52277,0,0,0,0,0,0
52280,Chhapra-Thawe Passenger,Pass,NER,CPR,CHHAPRA,THE,Thawe Junction,01:45:00,06:00:00,4.0,15.0,105.0,52279,0,0,0,0,0,0
52282,Chhapra Thawe Passenger,Pass,NER,CPR,CHHAPRA,THE,Thawe Junction,21:35:00,02:00:00,4.0,25.0,105.0,52283,0,0,0,0,0,0
52283,Thawe Chhapra Passenger,Pass,NER,THE,Thawe Junction,CPR,CHHAPRA,05:25:00,09:55:00,4.0,30.0,105.0,52282,0,0,0,0,0,0
52285,Thawe Chhapra Passenger,Pass,NER,THE,Thawe Junction,CPR,CHHAPRA,13:00:00,17:15:00,4.0,15.0,105.0,52286,0,0,0,0,0,0
52286,Chhapra Thawe Passenger,Pass,NER,CPR,CHHAPRA,THE,Thawe Junction,12:25:00,16:45:00,4.0,20.0,105.0,52285,0,0,0,0,0,0
52287,Thawe Chhapra Passenger,Pass,NER,BRY,BAREILLY,LKKA,Lal Kuan,05:30:00,08:25:00,2.0,55.0,84.0,52286,0,0,0,0,0,0
52288,Chhapra Thawe Passenger,Pass,NER,LKU,LAL KUAN,BRY,BAREILLY,19:05:00,22:10:00,3.0,5.0,85.0,52287,0,0,0,0,0,0
54311,Bareilly Moradabad Passenger,Pass,NR,BE,BAREILLY,MB,MORADABAD,12:00:00,15:25:00,3.0,25.0,113.0,54312,0,0,0,0,0,0
52273,Anand Nagar Gonda Passenger,Pass,NER,ANDN,Anand Nagar,GD,GONDA JN,13:15:00,19:45:00,6.0,30.0,179.0,52274,0,0,0,0,0,0
52275,Anand Nagar Gonda Passenger,Pass,NER,ANDN,Anand Nagar,GD,GONDA JN,21:00:00,03:00:00,6.0,0.0,179.0,52274,0,0,0,0,0,0
52295,Bareilly Lal Kuan Passenger,Pass,NER,THE,Thawe Junction,CPR,CHHAPRA,17:10:00,21:25:00,4.0,15.0,105.0,52296,0,0,0,0,0,0
52297,Pilibhit Shahjahanpur Passenger,Pass,NER,PBE,PILIBHIT JN,SZP,Shahjahanpur,06:00:00,08:10:00,2.0,10.0,84.0,52298,0,0,0,0,0,0
52298,Shahjahanpur Pilibhit Passenger,Pass,NER,SZP,Shahjahanpur,PBE,PILIBHIT JN,09:10:00,11:30:00,2.0,20.0,84.0,52297,0,0,0,0,0,0
52301,Balgona-Katwa Fast Local,Pass,?,BGNA,Balgona,KWF,Katwa,06:05:00,08:05:00,2.0,0.0,27.0,52302,0,0,0,0,0,0
52302,Katwa Balgona Local,Pass,?,KWF,Katwa,BGNA,Balgona,03:50:00,05:50:00,2.0,0.0,27.0,52301,0,0,0,0,0,0
52322,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,03:00:00,10:10:00,7.0,10.0,112.0,52323,0,0,0,0,0,0
52323,Forbesganj-Saharsa Passenger,Pass,?,FBG,FORBESGANJ,SHC,SAHARSA JN,10:15:00,17:15:00,7.0,0.0,112.0,52324,0,0,0,0,0,0
52324,Saharsa-forbesganj Passenger,Pass,ECR,SHC,SAHARSA JN,FBG,FORBESGANJ,08:15:00,15:15:00,7.0,0.0,112.0,52325,0,0,0,0,0,0
52325,Forbesganj-Saharsa Passenger,Pass,ECR,FBG,FORBESGANJ,SHC,SAHARSA JN,13:00:00,20:00:00,7.0,0.0,112.0,52326,0,0,0,0,0,0
52326,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,13:45:00,20:40:00,6.0,55.0,112.0,52327,0,0,0,0,0,0
52327,Forbesganj-Saharsa Passenger,Pass,?,FBG,FORBESGANJ,SHC,SAHARSA JN,18:15:00,01:15:00,7.0,0.0,112.0,52328,0,0,0,0,0,0
52328,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,16:00:00,23:40:00,7.0,40.0,112.0,52329,0,0,0,0,0,0
52329,Forbesganj-Saharsa Passenger,Pass,?,FBG,FORBESGANJ,SHC,SAHARSA JN,21:30:00,04:30:00,7.0,0.0,112.0,52330,0,0,0,0,0,0
52330,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,18:15:00,01:10:00,6.0,55.0,112.0,52329,0,0,0,0,0,0
52468,BAIJNATHPAPROLA  - PATHANKOT PASSENGER,Pass,NR,BJPL,BAIJNATH PAPROLA,PTK,PATHANKOT,14:10:00,20:25:00,6.0,15.0,213.0,52469,0,0,0,0,0,0
52471,Kangra Valley Rail Passenger,Pass,NR,PTK,PATHANKOT,JDNX,JOGINDER NAGAR,02:15:00,11:25:00,9.0,10.0,170.0,52472,0,0,0,0,0,0
52467,Kangra Valley Rail Passenger,Pass,NR,PTK,PATHANKOT,BJPL,BAIJNATH PAPROLA,13:20:00,20:55:00,7.0,35.0,147.0,52466,0,0,0,0,0,0
52470,Kangra Valley Rail Passenger,Pass,NR,BJPL,BAIJNATH PAPROLA,PTK,PATHANKOT,17:35:00,23:55:00,6.0,20.0,213.0,52469,0,0,0,0,0,0
16311,BIKANER - KOCHUVELI Express,Exp,SR,BKN,BIKANER JN,KCVL,KOCHUVELI,20:25:00,03:10:00,54.0,45.0,3002.0,16312,1,1,1,0,0,0
52472,JOGINDER NAGAR - PATHANKOT PASSENGER,Pass,NR,JDNX,JOGINDER NAGAR,PTK,PATHANKOT,07:20:00,17:30:00,10.0,10.0,170.0,52473,0,0,0,0,0,0
52474,Kangra Valley Rail Passenger,Pass,NR,JDNX,JOGINDER NAGAR,PTK,PATHANKOT,12:20:00,22:35:00,10.0,15.0,170.0,52473,0,0,0,0,0,0
52501,BhikhnaThori Narkatiaganj Passenger,Pass,ECR,BKF,Bhikhna Thori,NKE,NARKATIAGANJ JN,05:35:00,07:10:00,1.0,35.0,0.0,52502,0,0,0,0,0,0
52502,Narkatiaganj Bhikhna Thori Passenger,Pass,ECR,NKE,NARKATIAGANJ JN,BKF,Bhikhna Thori,03:45:00,05:15:00,1.0,30.0,0.0,52501,0,0,0,0,0,0
52503,BhikhnaThori Narkatiaganj Passenger,Pass,ECR,BKF,Bhikhna Thori,NKE,NARKATIAGANJ JN,11:20:00,12:55:00,1.0,35.0,0.0,52502,0,0,0,0,0,0
52504,Narkatiaganj Bhikhna Thori Passenger,Pass,ECR,NKE,NARKATIAGANJ JN,BKF,Bhikhna Thori,09:30:00,11:00:00,1.0,30.0,0.0,52503,0,0,0,0,0,0
52505,BhikhnaThori Narkatiaganj Passenger,Pass,ECR,BKF,Bhikhna Thori,NKE,NARKATIAGANJ JN,18:15:00,19:50:00,1.0,35.0,0.0,52504,0,0,0,0,0,0
52506,Narkatiaganj Bhikhna Thori Passenger,Pass,ECR,NKE,NARKATIAGANJ JN,BKF,Bhikhna Thori,16:00:00,17:35:00,1.0,35.0,0.0,52505,0,0,0,0,0,0
52507,Raxaul-Narkatiaganj Passenger,Pass,?,RXL,RAXAUL JN,NKE,NARKATIAGANJ JN,07:30:00,09:20:00,1.0,50.0,40.0,52508,0,0,0,0,0,0
52508,Narkatiganj Raxaul Passenger,Pass,?,NKE,NARKATIAGANJ JN,RXL,RAXAUL JN,04:00:00,05:50:00,1.0,50.0,40.0,52507,0,0,0,0,0,0
52509,Raxaul Narkatiaganj Passenger,Pass,?,RXL,RAXAUL JN,NKE,NARKATIAGANJ JN,12:50:00,14:40:00,1.0,50.0,40.0,52508,0,0,0,0,0,0
52510,Narkatiaganj Raxaul Passenger,Pass,?,NKE,NARKATIAGANJ JN,RXL,RAXAUL JN,10:15:00,12:00:00,1.0,45.0,40.0,52509,0,0,0,0,0,0
52511,Raxaul Narkatiaganj Passenger,Pass,?,RXL,RAXAUL JN,NKE,NARKATIAGANJ JN,18:05:00,20:00:00,1.0,55.0,40.0,52510,0,0,0,0,0,0
52512,Narkatiaganj Raxaul Passenger,Pass,?,NKE,NARKATIAGANJ JN,RXL,RAXAUL JN,15:15:00,17:05:00,1.0,50.0,40.0,52511,0,0,0,0,0,0
52515,Jhanjharpur Laukaha Bazar Passenger,Pass,?,JJP,Jhanjharpur,LKQ,Laukaha Bazar,03:30:00,06:15:00,2.0,45.0,43.0,52516,0,0,0,0,0,0
52516,Laukaha Bazar Jhanjharpur Passenger,Pass,?,LKQ,Laukaha Bazar,JJP,Jhanjharpur,21:10:00,23:35:00,2.0,25.0,43.0,52515,0,0,0,0,0,0
52518,Laukaha Bazar Sakri Passenger,Pass,?,JJP,Jhanjharpur,SKI,SAKRI JN,06:10:00,07:15:00,1.0,5.0,19.0,52517,0,0,0,0,0,0
52519,Sakri Laukaha Bazar Passenger,Pass,?,SKI,SAKRI JN,JJP,Jhanjharpur,17:15:00,18:15:00,1.0,0.0,19.0,52518,0,0,0,0,0,0
52520,Laukaha Bazar Sakri Passenger,Pass,?,JJP,Jhanjharpur,SKI,SAKRI JN,09:40:00,10:50:00,1.0,10.0,19.0,52521,0,0,0,0,0,0
52521,Sakri Laukaha Bazar Passenger,Pass,?,SKI,SAKRI JN,JJP,Jhanjharpur,22:30:00,23:30:00,1.0,0.0,19.0,52520,0,0,0,0,0,0
